,train_loss,train_acc,val_loss,val_acc
0,0.27411285042762756,0.8982555270195007,0.2826920747756958,0.8950759172439575
1,0.2589338719844818,0.9042036533355713,0.2661792039871216,0.9007623195648193
2,0.22870852053165436,0.9157141447067261,0.23544728755950928,0.9131938219070435
3,0.23561733961105347,0.9138686060905457,0.24157489836215973,0.911448061466217
4,0.2199603170156479,0.9188680648803711,0.22644785046577454,0.9166133403778076
5,0.21228952705860138,0.9231129288673401,0.21820767223834991,0.9210661053657532
6,0.21378016471862793,0.9211618900299072,0.21902349591255188,0.9199057221412659
7,0.22001825273036957,0.9203179478645325,0.22596237063407898,0.9184585213661194
8,0.21682949364185333,0.9203085899353027,0.22295452654361725,0.918006181716919
9,0.21084146201610565,0.9216138124465942,0.2178117036819458,0.9190810322761536
10,0.2141638845205307,0.9210426211357117,0.2210991382598877,0.9185148477554321
11,0.20284168422222137,0.9253326058387756,0.2107565551996231,0.9221891760826111
12,0.19794045388698578,0.9268797636032104,0.20533011853694916,0.9242965579032898
13,0.20380857586860657,0.9240627288818359,0.2121882289648056,0.9208808541297913
14,0.21062734723091125,0.9214680194854736,0.21824416518211365,0.9185584783554077
15,0.2235647588968277,0.9157559871673584,0.23264148831367493,0.9123347401618958
16,0.20619331300258636,0.9231021404266357,0.2154700756072998,0.9200064539909363
17,0.19569073617458344,0.9279983639717102,0.20275761187076569,0.9255378246307373
18,0.19022773206233978,0.9297736883163452,0.19753603637218475,0.9274048209190369
19,0.2105349451303482,0.921845555305481,0.22005510330200195,0.9181644916534424
20,0.20882853865623474,0.9216353297233582,0.21824824810028076,0.9180830121040344
21,0.1923626810312271,0.9286214113235474,0.20216932892799377,0.9252306818962097
22,0.19108237326145172,0.9303609132766724,0.2000950574874878,0.927234411239624
23,0.1967911273241043,0.9277744293212891,0.20566175878047943,0.9244911074638367
24,0.19188383221626282,0.9286683201789856,0.201654314994812,0.9248591661453247
25,0.2233331948518753,0.9160879850387573,0.23412171006202698,0.9124640822410583
26,0.20458543300628662,0.9249835014343262,0.21494407951831818,0.920951247215271
27,0.19438005983829498,0.9288181066513062,0.2045467048883438,0.9250853657722473
28,0.1919141709804535,0.9297498464584351,0.2014189064502716,0.9263345003128052
29,0.18843130767345428,0.9309076070785522,0.19940949976444244,0.9271669387817383
30,0.19765998423099518,0.9273232221603394,0.20883773267269135,0.9229193925857544
31,0.18772682547569275,0.9314946532249451,0.19808919727802277,0.927463173866272
32,0.1906430721282959,0.9300066232681274,0.20131352543830872,0.9258975386619568
33,0.18794944882392883,0.9315647482872009,0.1988867074251175,0.9275143146514893
34,0.1965867131948471,0.9280941486358643,0.20701737701892853,0.9240445494651794
35,0.18667739629745483,0.9307261109352112,0.19867967069149017,0.9264581799507141
36,0.1848253458738327,0.9324271082878113,0.19610166549682617,0.9282258152961731
37,0.18042676150798798,0.934002697467804,0.19164854288101196,0.9295580983161926
38,0.18348388373851776,0.9327756762504578,0.19421274960041046,0.9286617040634155
39,0.18269498646259308,0.9331861734390259,0.1937747448682785,0.9290251731872559
40,0.18137669563293457,0.9338812232017517,0.19215376675128937,0.9300776720046997
41,0.18103766441345215,0.9333500266075134,0.19324813783168793,0.9290008544921875
42,0.2007276564836502,0.9253485798835754,0.21245773136615753,0.9212145209312439
43,0.18517370522022247,0.9319310784339905,0.19505614042282104,0.9284632205963135
44,0.1939065158367157,0.9289606213569641,0.20663121342658997,0.9244077205657959
45,0.18511271476745605,0.9316630363464355,0.19718597829341888,0.9272059798240662
46,0.17953267693519592,0.9336856007575989,0.19169501960277557,0.9293672442436218
47,0.1846366673707962,0.9315987825393677,0.19744576513767242,0.9266478419303894
48,0.1750369668006897,0.9356254935264587,0.18862460553646088,0.9305042028427124
49,0.1785902976989746,0.9347893595695496,0.19054995477199554,0.9302828311920166
